,no,co,cl,hh,ha,hs,he,ci,cw,re,la,u1,u2,u3,le,sa,mw,pr,on,ra,h,si,nx,rp,f,hf,vu,fa,sp
91,1.61,1,61,0,0,0,0,0,0,0,0,3,1,8,G,[''],['1.061'],[['1.060']],,6.7,10.1,10.0,0,0,1,1,12.0,1,0
92,1.63,1,63,0,0,0,0,0,0,0,0,4,0,8,G,['2.26'],[''],"[['18.085'], ['2.25']]",,6.4,11.0,14.0,0,0,0,0,12.0,0,1
93,1.631,1,631,0,0,0,0,0,0,0,0,3,3,6,G,"['2.250', ' HST.537']",['1.063'],[],,6.35,12.86,5.75,0,0,0,0,12.0,0,1
94,1.65,1,65,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['1.060'], ['2.005'], ['2.006'], ['2.25'], ['12.800']]",,7.0,12.3,4.0,0,0,0,0,12.0,1,0
95,1.66,1,66,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
96,1.670,1,670,0,0,0,0,0,0,0,0,3,0,9,G,"['10.621', ' IDS.521']","['1.067', ' 10.421', ' IDS.065']",[],,6.2,9.5,25.0,0,0,0,0,12.0,1,0
97,1.692,1,692,0,0,0,0,0,0,0,0,4,0,8,G,['2.24'],[''],"[['2.20'], ['18.085']]",,6.6,12.2,6.0,0,0,0,0,12.0,0,1
98,1.699,1,699,0,0,0,0,0,0,0,0,0,0,0,G,['2.689'],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
99,1.713,1,713,0,0,0,0,0,0,0,0,2,0,4,G,['12.834'],[''],[],,0.0,0.0,0.0,1,0,0,0,6.0,0,1
100,1.714,1,714,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['1.070B']],,0.0,0.0,0.0,1,0,0,0,12.0,1,0
101,1.72,1,72,0,0,0,0,0,0,0,0,3,1,8,G,[''],['1.072'],[['1.061']],,5.1,10.36,14.25,0,0,0,0,12.0,0,1
102,1.723,1,723,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,7.0,15.7,11.0,1,0,0,0,12.0,1,0
103,1.76,1,76,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['5.60'], ['3.091', '5.111', '5.112']]",,6.2,13.4,13.5,1,0,1,0,12.0,1,0
104,1.771,1,771,0,0,0,0,0,0,0,0,3,0,9,G,[''],"['1.071', ' 12.300']",[],,6.5,9.0,0.0,0,0,0,0,12.0,1,0
105,1.801,1,801,0,0,1,0,0,0,0,0,3,0,9,U,"['11.021', ' 17.393', ' IDS.060']","['1.811', ' 11.630', ' 15.663', ' IDS.540']",[],,5.47,10.18,20.5,0,0,1,0,12.0,0,1
106,1.811,1,811,0,0,0,0,0,0,0,0,3,0,9,G,"['11.630', ' 15.663', ' IDS.540']","['1.801', ' 11.021', ' 17.393', ' IDS.060']",[],,5.47,10.18,20.5,0,0,1,0,12.0,0,1
107,1.813,1,813,0,0,0,0,0,0,0,0,3,0,9,G,"['11.466', ' 15.657', ' IDS.437']",[''],[],,5.3,9.2,24.3,0,0,0,0,12.0,1,0
108,1.818,1,818,0,0,0,0,0,0,0,0,3,1,8,G,"['2.65', ' 10.391', ' 11.371', ' 22.811']","['2.650', ' 10.291', ' 22.081']",[],,4.8,8.5,51.3,0,0,0,0,12.0,1,0
109,1.83,1,83,0,0,0,0,0,0,0,0,4,0,8,G,[''],['1.831'],"[['5.60'], ['18.03']]",,6.7,11.7,9.0,0,0,1,0,12.0,1,0
110,1.831,1,831,0,0,0,0,0,0,0,0,4,0,8,G,[''],['1.83'],"[['5.60'], ['18.03']]",,6.7,11.7,9.0,0,0,1,0,12.0,1,0
111,1.837,1,837,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,1,0,0,0,12.0,1,0
112,1.84,1,84,0,0,0,0,0,0,0,0,3,0,9,G,"['10.817', ' 12.807']",[''],[['5.60']],,6.8,10.8,13.5,0,0,0,0,12.0,1,0
113,1.841,1,841,0,0,0,0,0,0,0,0,3,0,9,G,['12.817'],[''],[['1.84']],,6.85,7.9,6.5,1,0,0,0,12.0,0,1
114,1.845,1,845,0,0,0,0,0,0,0,0,3,2,7,G,[''],[''],[['1.010']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
115,1.855,1,855,0,0,0,0,0,0,0,0,3,0,9,G,[''],"['1.085', ' 12.336']",[['18.03']],,6.2,9.2,0.0,0,0,0,0,12.0,1,0
116,1.86,1,86,0,0,0,0,0,0,0,0,3,0,9,G,"['7.492', ' 20.445']",[''],[],,6.6,7.2,10.7,0,0,0,0,12.0,1,0
117,1.861,1,861,0,0,0,0,0,0,0,0,3,0,9,G,[''],['1.086'],[['1.060']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
118,1.87,1,87,0,0,0,0,0,0,0,0,4,0,8,G,"['7.493', ' 12.493', ' 20.446']",[''],"[['7.03'], ['7.05']]",,6.0,10.7,12.3,0,0,0,0,12.0,1,0
119,1.873,1,873,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['18.02', '18.02A', '18.022']]",,7.0,9.8,4.0,0,0,0,0,12.0,0,1
120,1.881,1,881,0,0,0,0,0,0,0,0,3,0,9,G,['HST.538'],['1.088'],"[['1.000', '6.100B'], ['7.012', '7.015', '7.014', '7.016']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
121,1.968,1,968,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
122,1.976,1,976,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,6.8,8.0,12.0,0,0,0,0,6.0,1,0
123,1.982,1,982,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
124,1.984,1,984,0,0,0,0,0,0,0,0,0,3,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,3.0,1,1
125,1.997,1,997,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
126,1.998,1,998,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
127,1.999,1,999,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
128,1.C01,1,C01,0,0,0,0,0,0,0,0,1,1,4,U,[''],['1.C51'],"[['1.000'], ['1.010']]",,0.0,0.0,0.0,0,0,0,0,6.0,0,1
129,1.C51,1,C51,0,0,0,0,0,0,0,0,1,1,4,G,[''],['1.C01'],"[['6.3700'], ['18.06']]",,0.0,0.0,0.0,0,0,0,0,6.0,0,1
130,1.EPE,1,EPE,0,0,0,0,0,0,0,0,0,0,1,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
131,1.EPW,1,EPW,0,0,0,0,0,0,0,0,1,0,0,U,[''],[''],[['2.EPE']],,0.0,0.0,0.0,0,0,0,0,1.0,1,0
132,1.S977,1,S977,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.2,10.0,12.5,0,1,0,0,0.0,0,1
133,1.S979,1,S979,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.58,14.12,7.0,0,1,0,0,0.0,0,1
134,1.S980,1,S980,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.25,13.35,10.0,0,1,0,0,0.0,1,1
135,1.S992,1,S992,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,5.75,29.8,8.0,0,1,0,0,0.0,1,1
136,1.S993,1,S993,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,6.0,9.0,1.0,0,1,0,0,0.0,1,0
137,1.THG,1,THG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.7,30.7,120.5,0,1,0,0,0.0,1,1
138,1.THU,1,THU,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
139,1.UAR,1,UAR,0,0,0,0,0,0,0,0,2,0,4,U,"['3.UAR', ' 5.UAR', ' 12.UAR', ' 15.UAR', ' 22.UAR']",[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
140,1.UR,1,UR,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
141,1.URG,1,URG,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
142,10.00,10,00,0,0,0,0,0,0,0,0,1,3,2,U,[''],[''],"[['3.091', '5.111', '5.112'], ['8.01', '8.01L', '8.012', '8.011']]",,6.53,8.1,5.33,0,0,0,0,6.0,0,1
143,10.01,10,01,0,0,0,0,0,0,0,0,2,0,4,U,[''],"['6.9321', ' 20.005']",[],,5.98,5.5,44.75,0,0,0,0,6.0,1,1
144,10.03,10,03,0,0,0,0,0,0,0,0,1,0,2,U,['7.458'],"['7.548', ' 10.53']",[],,6.4,4.66,10.43,0,0,0,2,3.0,0,1
145,10.09,10,09,0,0,0,0,0,0,0,0,2,0,7,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,9.0,0,1
146,10.10,10,10,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['3.091', '5.111', '5.112'], ['8.01', '8.01L', '8.012', '8.011']]",,4.95,13.63,29.0,0,0,0,0,12.0,1,1
147,10.213,10,213,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['5.601'], ['10.10']]",,4.55,11.85,53.75,0,0,1,0,12.0,0,1
148,10.26,10,26,0,0,0,0,0,0,0,0,3,8,4,U,[''],"['10.27', ' 10.29']","[['10.302'], ['2.671', '5.310', '7.003', '12.335', '20.109'], ['1.106'], ['1.107'], ['5.351'], ['5.352'], ['5.353']]",,5.05,20.53,38.0,0,0,0,0,15.0,0,1
149,10.27,10,27,0,0,0,0,0,0,0,0,3,8,4,U,[''],"['10.26', ' 10.29']","[['10.302'], ['2.671', '5.310', '7.003', '12.335', '20.109'], ['1.106'], ['1.107'], ['5.351'], ['5.352'], ['5.353']]",,5.05,20.53,38.0,0,0,0,0,15.0,0,1
150,10.28,10,28,0,0,0,0,0,0,0,0,2,8,5,U,[''],[''],"[['5.07'], ['7.05'], ['5.310'], ['7.003']]",,5.2,16.1,10.0,0,0,0,0,15.0,1,0
151,10.29,10,29,0,0,0,0,0,0,0,0,3,8,4,U,[''],"['10.26', ' 10.27']","[['10.302'], ['2.671', '5.310', '7.003', '12.335', '20.109'], ['1.106'], ['1.107'], ['5.351'], ['5.352'], ['5.353']]",,5.05,20.53,38.0,0,0,0,0,15.0,0,1
152,10.291,10,291,0,0,0,0,0,0,0,0,3,1,8,U,"['2.650', ' 22.081']","['1.818', ' 2.65', ' 10.391', ' 11.371', ' 22.811']",[],,4.8,8.5,51.3,0,0,0,0,12.0,1,0
153,10.301,10,301,0,0,0,0,0,0,1,0,4,0,8,U,[''],[''],"[['10.10'], ['18.03']]",,5.7,11.8,52.75,0,0,1,0,12.0,0,1
154,10.302,10,302,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['5.601'], ['10.213'], ['10.301']]",,5.8,13.6,37.0,0,0,0,0,12.0,1,0
155,10.32,10,32,0,0,0,0,0,0,0,0,3,0,6,U,[''],[''],"[['10.213'], ['10.302']]",,4.65,10.43,34.5,0,0,1,0,9.0,0,1
156,10.321,10,321,0,0,0,0,0,0,0,0,3,0,6,U,[''],['10.521'],"[['7.05'], ['18.03']]",,6.3,6.6,10.0,1,0,0,0,9.0,1,0
157,10.333,10,333,0,0,0,0,0,0,1,0,4,0,8,U,[''],[''],"[['18.03', '3.016B']]",,5.23,8.940000000000001,10.33,0,0,0,0,12.0,0,1
158,10.34,10,34,0,0,0,0,0,0,0,0,3,0,6,G,[''],[''],[],,5.2,22.8,48.3,0,0,1,0,9.0,1,0
159,10.352,10,352,0,0,0,0,0,0,0,0,3,0,6,U,[''],['10.552'],[['18.03']],,0.0,0.0,0.0,0,0,0,0,9.0,1,0
160,10.37,10,37,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],"[['5.601'], ['10.301']]",,5.07,12.6,56.75,0,0,1,0,12.0,0,1
161,10.390,10,390,0,0,0,0,0,0,0,0,4,0,8,U,['2.60'],"['2.62', ' 10.392', ' 22.40']","[['2.006'], ['2.051'], ['2.06']]",,5.95,12.6,17.0,0,0,0,0,12.0,0,1
162,10.391,10,391,0,0,0,0,0,0,0,0,3,1,8,G,"['1.818', ' 2.65', ' 11.371', ' 22.811']","['2.650', ' 10.291', ' 22.081']",[],,4.8,8.5,51.3,0,0,0,0,12.0,1,0
163,10.392,10,392,0,0,0,0,0,0,0,0,4,0,8,G,"['2.62', ' 22.40']","['2.60', ' 10.390']","[['2.006'], ['2.051'], ['2.06']]",,5.95,12.6,17.0,0,0,0,0,12.0,0,1
164,10.40,10,40,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['10.213']],,4.7,17.4,48.3,0,0,1,0,12.0,1,0
165,10.407,10,407,0,0,0,0,0,0,0,0,2,0,4,G,['2.916'],[''],[],,6.85,6.37,28.25,0,0,0,2,6.0,0,1
166,10.421,10,421,0,0,0,0,0,0,0,0,3,0,9,U,"['1.067', ' IDS.065']","['1.670', ' 10.621', ' IDS.521']","[['18.01', '18.01A'], ['3.091', '5.111', '5.112'], ['8.01', '8.01L', '8.012', '8.011']]",,6.2,9.5,25.0,0,0,0,0,12.0,1,0
167,10.424,10,424,0,0,0,0,0,0,0,0,3,0,6,U,[''],['10.524'],[['10.213']],,5.8,6.7,7.0,0,0,0,0,9.0,1,0
168,10.426,10,426,0,0,0,0,0,0,0,0,3,0,9,U,[''],['10.626'],[['10.302']],,5.67,9.96,25.67,0,0,1,0,12.0,0,1
169,10.442,10,442,0,0,0,0,0,0,0,0,3,0,6,U,[''],['10.542'],"[['5.07'], ['10.37'], ['7.012', '7.015', '7.014', '7.016']]",,0.0,0.0,0.0,0,0,0,0,9.0,1,0
170,10.467,10,467,0,0,0,0,0,0,0,0,2,7,6,U,[''],[''],[['5.12']],,6.1,12.1,7.7,0,0,0,0,15.0,1,0
171,10.490,10,490,0,0,0,0,0,0,0,0,3,0,6,U,[''],[''],[['10.37']],,4.97,15.49,56.75,0,1,0,0,9.0,1,1
172,10.492A,10,492A,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],[['10.301']],,6.8,7.8,14.5,0,0,0,1,6.0,1,0
173,10.492B,10,492B,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],[['10.301']],,6.2,8.1,16.3,0,0,0,2,6.0,1,0
174,10.494A,10,494A,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],[['10.301']],,0.0,0.0,0.0,0,0,0,1,6.0,0,1
175,10.494B,10,494B,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],[['10.301']],,0.0,0.0,0.0,0,0,0,2,6.0,0,1
176,10.495,10,495,0,0,0,0,0,0,0,0,3,0,6,U,[''],['10.595'],[['7.06']],,6.8,10.1,8.0,0,0,0,0,9.0,1,0
177,10.496,10,496,0,0,0,0,0,0,0,0,3,0,9,U,['1.096'],[''],"[['10.213'], ['10.301']]",,6.9,8.3,8.0,0,0,0,0,12.0,1,0
178,10.50,10,50,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],"[['10.301'], ['10.302']]",,5.4,19.9,48.3,0,0,1,0,12.0,1,0
179,10.521,10,521,0,0,0,0,0,0,0,0,3,0,6,G,[''],['10.321'],"[['7.05'], ['18.03']]",,6.3,6.6,10.0,1,0,0,0,9.0,1,0
180,10.524,10,524,0,0,0,0,0,0,0,0,3,0,6,G,[''],['10.424'],[],,5.8,6.7,7.0,0,0,0,0,9.0,1,0
181,10.53,10,53,0,0,0,0,0,0,0,0,1,0,2,G,['7.548'],"['7.458', ' 10.03']",[],,6.4,4.66,10.43,0,0,0,2,3.0,0,1
182,10.531,10,531,0,0,0,0,0,0,0,0,3,0,6,G,['2.341'],[''],"[['2.25', '10.301']]",,6.75,11.45,7.5,0,0,0,0,9.0,0,1
183,10.534,10,534,0,0,0,0,0,0,0,0,3,0,6,G,[''],[''],[],,0.0,0.0,0.0,1,0,0,0,9.0,0,1
184,10.535,10,535,0,0,0,0,0,0,0,0,3,0,9,G,['20.535'],[''],"[['18.03'], ['5.07', '7.05']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
185,10.536,10,536,0,0,0,0,0,0,0,0,3,2,7,G,"['2.59', ' 22.313']",[''],"[['2.006'], ['10.302'], ['22.312']]",,6.7,14.1,5.0,1,0,0,0,12.0,1,0
186,10.537,10,537,0,0,0,0,0,0,0,0,3,0,9,G,"['2.798', ' 3.971', ' 6.4842', ' 20.410']","['2.797', ' 3.053', ' 6.4840', ' 20.310']","[['18.03'], ['7.012', '7.015', '7.014', '7.016']]",,5.65,13.15,14.5,0,0,0,0,12.0,0,1
187,10.538,10,538,0,0,0,0,0,0,0,0,3,0,9,G,['20.420'],[''],"[['7.06'], ['18.03']]",,5.3,19.4,33.0,0,0,1,0,12.0,1,0
188,10.539,10,539,0,0,0,0,0,0,0,0,3,0,9,G,"['2.795', ' 6.4832', ' 20.430']",[''],[],,6.1,12.8,22.3,0,0,0,0,12.0,1,0
189,10.546,10,546,0,0,0,0,0,0,0,0,3,0,9,G,['5.70'],[''],[['5.60']],,4.8,13.4,14.0,0,0,1,0,12.0,1,0
190,10.547,10,547,0,0,0,0,0,0,0,0,3,0,6,G,"['15.136', ' HST.920', ' IDS.620']",[''],[],,5.3,7.6,32.0,0,0,0,0,9.0,1,0
191,10.548,10,548,0,0,0,0,0,0,0,0,2,0,4,G,['HST.525'],[''],[],,7.0,4.0,3.0,1,0,0,0,6.0,1,0
192,10.551,10,551,0,0,0,0,0,0,0,0,3,0,6,G,[''],[''],"[['10.213'], ['10.302'], ['10.37']]",,4.55,12.07,36.5,0,0,0,0,9.0,0,1
193,10.557,10,557,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['10.34', '15.053']]",,0.0,0.0,0.0,1,0,0,0,12.0,0,1
194,10.568,10,568,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['5.60'], ['10.213'], ['10.40']]",,5.8,10.4,20.0,1,0,0,0,12.0,1,0
195,10.569,10,569,0,0,0,0,0,0,0,0,3,0,6,G,[''],[''],[['5.12']],,6.12,7.48,16.0,0,0,0,0,9.0,0,1
196,10.571,10,571,0,0,0,0,0,0,0,0,3,0,9,G,['12.806'],['12.306'],"[['18.075'], ['5.60', '5.61']]",,5.05,9.85,7.75,0,0,0,0,12.0,0,1
197,10.585,10,585,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['10.213'], ['10.302']]",,5.9,5.8,17.7,0,0,0,0,12.0,1,0
198,10.591,10,591,0,0,0,0,0,0,0,0,3,0,6,G,[''],[''],"[['7.012', '7.015', '7.014', '7.016']]",,6.45,6.45,5.25,0,0,0,0,9.0,0,1
199,10.595,10,595,0,0,0,0,0,0,0,0,3,0,6,G,[''],['10.495'],[],,6.8,10.1,8.0,0,0,0,0,9.0,1,0
200,10.621,10,621,0,0,0,0,0,0,0,0,3,0,9,G,"['1.670', ' IDS.521']","['1.067', ' 10.421', ' IDS.065']",[],,6.2,9.5,25.0,0,0,0,0,12.0,1,0
201,10.625,10,625,0,0,0,0,0,0,0,0,4,0,8,G,['2.625'],[''],"[['2.005'], ['3.046'], ['3.53'], ['10.40'], ['2.051'], ['2.06']]",,5.5,12.5,17.3,0,0,0,0,12.0,1,0
202,10.626,10,626,0,0,0,0,0,0,0,0,3,0,9,G,[''],['10.426'],[['10.50']],,5.67,9.96,25.67,0,0,1,0,12.0,0,1
203,10.65,10,65,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[['10.37']],,4.95,13.2,47.5,0,0,1,0,12.0,0,1
204,10.7003,10,7003,0,0,0,0,0,0,0,0,2,7,3,U,['7.003'],[''],[['7.002']],,0.0,0.0,0.0,0,0,0,0,12.0,1,1
205,10.792,10,792,0,0,0,0,0,0,0,0,2,0,0,G,"['2.890', ' 15.792', ' 16.985']",[''],[],,5.39,2.06,48.12,0,1,0,0,2.0,1,1
206,10.80,10,80,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,7.0,50.0,9.0,0,0,0,0,6.0,1,1
207,10.806,10,806,0,0,0,0,0,0,0,0,3,1,8,U,[''],[''],[],,5.0,8.0,27.0,0,0,0,0,12.0,1,0
208,10.807,10,807,0,0,0,0,0,0,0,0,4,4,4,G,"['2.907', ' 15.371']",[''],[],,6.1,11.0,19.0,0,0,0,0,12.0,1,1
209,10.81,10,81,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,7.0,50.0,9.0,0,0,0,0,6.0,1,1
210,10.817,10,817,0,0,0,0,0,0,0,0,3,0,9,G,"['1.84', ' 12.807']",[''],[['5.60']],,6.8,10.8,13.5,0,0,0,0,12.0,1,0
211,10.82,10,82,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,7.0,50.0,9.0,0,0,0,0,6.0,1,1
212,10.83,10,83,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,7.0,50.0,9.0,0,0,0,0,6.0,1,1
213,10.84,10,84,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,6.0,1,1
214,10.85,10,85,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,6.0,1,1
215,10.86,10,86,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,6.0,1,1
216,10.87,10,87,0,0,0,0,0,0,0,0,0,6,0,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,6.0,1,1
217,10.90,10,90,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
218,10.910,10,910,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
219,10.911,10,911,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
220,10.912,10,912,0,0,0,0,0,0,0,0,0,1,0,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,1.0,1,1
221,10.951,10,951,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
222,10.952,10,952,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
223,10.953,10,953,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
224,10.954,10,954,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
225,10.955,10,955,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
226,10.956,10,956,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
227,10.957,10,957,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
228,10.960,10,960,0,0,0,0,0,0,0,0,2,0,0,G,['3.903'],[''],[],,6.36,1.84,25.0,0,1,0,0,2.0,1,1
229,10.962,10,962,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
230,10.963,10,963,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
231,10.964,10,964,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
232,10.965,10,965,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
233,10.966,10,966,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
234,10.967,10,967,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
235,10.968,10,968,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
236,10.969,10,969,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
237,10.970,10,970,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
238,10.971,10,971,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
239,10.973,10,973,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
240,10.974,10,974,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
241,10.975,10,975,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
242,10.976,10,976,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
243,10.977,10,977,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
244,10.978,10,978,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
245,10.979,10,979,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
246,10.981,10,981,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
247,10.982,10,982,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
248,10.983,10,983,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
249,10.984,10,984,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
250,10.985,10,985,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
251,10.986,10,986,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
252,10.988,10,988,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
253,10.989,10,989,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
254,10.990,10,990,0,0,0,0,0,0,0,0,2,4,0,G,[''],[''],[],,6.3,3.6,42.0,0,0,0,0,6.0,1,0
255,10.991,10,991,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,4.7,1.5,170.0,0,1,0,0,6.0,1,0
256,10.992,10,992,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,0,1
257,10.994,10,994,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
