no,c1,c2,ch,bio,p1,p2,p-64,f-64,m2-64,m3-64,dac-64,moc-64,dec-64,coc-64,huc-64,cim-64,cim2-64,serc,aus,eecs
15.580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.S096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21M.340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGS.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21M.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.S67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.S399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IDS.410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.S91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.S00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
21M.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.UAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.S979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.C51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.S33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.S952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21G.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.S896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21W.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.S30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMS.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.S919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.S71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.091,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
STS.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.C20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGS.S10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.UAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.S64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.S62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.THU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.S82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.THG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGS.640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGS.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.S98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.6621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STS.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21H.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.100P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.6151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6.5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
